category	sample	sum_abund	groups
Elfamycin	O2.UC38-2	0	Ab (determinants)
Beta-lactam	O2.UC38-2	1.33629283216e-07	Ab (determinants)
Peptide	O2.UC38-2	1.95312859875e-11	Ab (determinants)
Coumarin	O2.UC38-2	2.73329869399e-09	Ab (mutations)
Rifampin	O2.UC38-2	5.00690064601e-09	Ab (mutations)
Sulfonamides	O2.UC38-2	1.83050668245e-09	Ab (mutations)
Fluoroquinolones	O2.UC38-2	4.17349440907e-08	Ab (mutations)
Metals	O2.UC34-0	6.80076365667e-07	Metals
Biocides	O2.UC34-0	1.35595536309e-07	Biocides
Metals	V1.CD41-0	1.012409363e-05	Metals
Biocides	V1.CD41-0	6.98298979395e-06	Biocides
Metals	V1.CD6-0	2.23373723878e-07	Metals
Biocides	V1.CD6-0	9.21644435191e-08	Biocides
Aminoglycoside	V1.UC52-0	2.50066464784e-08	Ab (determinants)
Tetracycline derivative	V1.UC52-0	1.51067893531e-07	Ab (determinants)
Nucleoside	V1.UC52-0	4.80623382992e-09	Ab (determinants)
Pleuromutilin	V1.UC52-0	0	Ab (determinants)
Diaminopyrimidine	V1.UC52-0	1.5897731972e-09	Ab (determinants)
Glycopeptide	V1.UC52-0	1.75871491854e-10	Ab (determinants)
Lincosamide	V1.UC52-0	5.39461931832e-08	Ab (determinants)
Streptogramin	V1.UC52-0	3.52066592311e-08	Ab (determinants)
Sulfonamide	V1.UC52-0	9.905486287e-10	Ab (determinants)
Aminonucleoside	V1.UC52-0	0	Ab (determinants)
Aminocoumarin	V1.UC52-0	2.90860393257e-10	Ab (determinants)
Mixture	V1.UC52-0	5.95827122348e-10	Ab (determinants)
Miscellaneous	V1.UC52-0	0	Ab (determinants)
Rifamycin	V1.UC52-0	1.23984518835e-10	Ab (determinants)
Lipopeptide	V1.UC52-0	5.72370254794e-10	Ab (determinants)
Fluoroquinolone	V1.UC52-0	1.0448023051e-09	Ab (determinants)
Oxazolidinone	V1.UC52-0	0	Ab (determinants)
Acridine dye	V1.UC52-0	0	Ab (determinants)
Macrolide	V1.UC52-0	3.90725602827e-08	Ab (determinants)
Phenicol	V1.UC52-0	3.8204117037e-09	Ab (determinants)
Elfamycin	V1.UC52-0	0	Ab (determinants)
Beta-lactam	V1.UC52-0	7.04310018258e-08	Ab (determinants)
Peptide	V1.UC52-0	1.51281097233e-10	Ab (determinants)
Coumarin	V1.UC52-0	2.45384867129e-09	Ab (mutations)
Rifampin	V1.UC52-0	2.52800696484e-09	Ab (mutations)
Sulfonamides	V1.UC52-0	5.48721631466e-09	Ab (mutations)
Fluoroquinolones	V1.UC52-0	2.45405911445e-08	Ab (mutations)
Aminoglycoside	MH0068	2.71570982706e-08	Ab (determinants)
Tetracycline derivative	MH0068	1.60575299973e-07	Ab (determinants)
Nucleoside	MH0068	1.29058285762e-08	Ab (determinants)
Pleuromutilin	MH0068	0	Ab (determinants)
Diaminopyrimidine	MH0068	1.35391466736e-09	Ab (determinants)
Glycopeptide	MH0068	7.65679159222e-11	Ab (determinants)
Lincosamide	MH0068	3.9100117562e-08	Ab (determinants)
Streptogramin	MH0068	3.8820367863e-08	Ab (determinants)
Sulfonamide	MH0068	5.38015703272e-09	Ab (determinants)
Aminonucleoside	MH0068	0	Ab (determinants)
Aminocoumarin	MH0068	7.57176091136e-10	Ab (determinants)
Mixture	MH0068	1.30216720176e-09	Ab (determinants)
Miscellaneous	MH0068	0	Ab (determinants)
Rifamycin	MH0068	2.63790897106e-10	Ab (determinants)
Lipopeptide	MH0068	1.25326548737e-09	Ab (determinants)
Fluoroquinolone	MH0068	2.0552048837e-09	Ab (determinants)
Oxazolidinone	MH0068	0	Ab (determinants)
Acridine dye	MH0068	1.86207583956e-11	Ab (determinants)
Macrolide	MH0068	4.80748997304e-08	Ab (determinants)
Phenicol	MH0068	1.37346239049e-09	Ab (determinants)
Elfamycin	MH0068	0	Ab (determinants)
Beta-lactam	MH0068	1.61044216994e-07	Ab (determinants)
Peptide	MH0068	1.77723034262e-10	Ab (determinants)
Coumarin	MH0068	1.73264095835e-09	Ab (mutations)
Rifampin	MH0068	6.58615771814e-09	Ab (mutations)
Sulfonamides	MH0068	2.67782755444e-10	Ab (mutations)
Fluoroquinolones	MH0068	4.43584280539e-08	Ab (mutations)
Aminoglycoside	V1.UC3-0	3.4213502771e-09	Ab (determinants)
Tetracycline derivative	V1.UC3-0	2.29184400587e-07	Ab (determinants)
Nucleoside	V1.UC3-0	1.06558327975e-09	Ab (determinants)
Pleuromutilin	V1.UC3-0	0	Ab (determinants)
Diaminopyrimidine	V1.UC3-0	4.92272392972e-09	Ab (determinants)
Glycopeptide	V1.UC3-0	0	Ab (determinants)
Lincosamide	V1.UC3-0	1.82826780672e-07	Ab (determinants)
Streptogramin	V1.UC3-0	1.73777761134e-07	Ab (determinants)
Sulfonamide	V1.UC3-0	0	Ab (determinants)
Aminonucleoside	V1.UC3-0	0	Ab (determinants)
Aminocoumarin	V1.UC3-0	1.13280047948e-11	Ab (determinants)
Mixture	V1.UC3-0	7.19217734883e-10	Ab (determinants)
Miscellaneous	V1.UC3-0	4.18237593207e-11	Ab (determinants)
Rifamycin	V1.UC3-0	3.90603088954e-11	Ab (determinants)
Lipopeptide	V1.UC3-0	0	Ab (determinants)
Fluoroquinolone	V1.UC3-0	4.46832214801e-11	Ab (determinants)
Oxazolidinone	V1.UC3-0	0	Ab (determinants)
Acridine dye	V1.UC3-0	0	Ab (determinants)
Macrolide	V1.UC3-0	2.08559920873e-07	Ab (determinants)
Phenicol	V1.UC3-0	9.59851643763e-09	Ab (determinants)
Elfamycin	V1.UC3-0	0	Ab (determinants)
Beta-lactam	V1.UC3-0	2.04841697322e-07	Ab (determinants)
Peptide	V1.UC3-0	0	Ab (determinants)
Coumarin	V1.UC3-0	2.33861332821e-09	Ab (mutations)
Rifampin	V1.UC3-0	8.34667876636e-09	Ab (mutations)
Sulfonamides	V1.UC3-0	2.09710953955e-09	Ab (mutations)
Fluoroquinolones	V1.UC3-0	3.39229727601e-08	Ab (mutations)
Aminoglycoside	MH0179	9.62280438083e-09	Ab (determinants)
Tetracycline derivative	MH0179	7.40872173019e-07	Ab (determinants)
Nucleoside	MH0179	4.81892660438e-09	Ab (determinants)
Pleuromutilin	MH0179	0	Ab (determinants)
Diaminopyrimidine	MH0179	3.16488721534e-09	Ab (determinants)
Glycopeptide	MH0179	2.35585499486e-10	Ab (determinants)
Lincosamide	MH0179	8.22861651777e-07	Ab (determinants)
Streptogramin	MH0179	8.21473519937e-07	Ab (determinants)
Sulfonamide	MH0179	4.57869476003e-11	Ab (determinants)
Aminonucleoside	MH0179	0	Ab (determinants)
Aminocoumarin	MH0179	5.41704121236e-10	Ab (determinants)
Mixture	MH0179	6.02131274771e-10	Ab (determinants)
Miscellaneous	MH0179	4.94765518963e-10	Ab (determinants)
Rifamycin	MH0179	1.27410435593e-09	Ab (determinants)
Lipopeptide	MH0179	2.21643628424e-10	Ab (determinants)
Fluoroquinolone	MH0179	4.41707211892e-09	Ab (determinants)
Oxazolidinone	MH0179	0	Ab (determinants)
Acridine dye	MH0179	5.05526000984e-12	Ab (determinants)
Macrolide	MH0179	8.29814766199e-07	Ab (determinants)
Phenicol	MH0179	1.41169021669e-09	Ab (determinants)
Elfamycin	MH0179	0	Ab (determinants)
Beta-lactam	MH0179	1.78619740157e-07	Ab (determinants)
Peptide	MH0179	1.94225178021e-10	Ab (determinants)
Coumarin	MH0179	1.85240836575e-09	Ab (mutations)
Rifampin	MH0179	5.13328778935e-09	Ab (mutations)
Sulfonamides	MH0179	0.0	Ab (mutations)
Fluoroquinolones	MH0179	2.12580739946e-08	Ab (mutations)
Metals	O2.UC58-2	8.49678231985e-07	Metals
Biocides	O2.UC58-2	2.22750113832e-07	Biocides
Metals	MH0044	3.34187189299e-07	Metals
Biocides	MH0044	8.24178993211e-08	Biocides
Metals	MH0068	2.73606698696e-07	Metals
Biocides	MH0068	1.21067483266e-07	Biocides
Metals	V1.UC49-0	2.62270048786e-06	Metals
Biocides	V1.UC49-0	8.01047318768e-07	Biocides
Metals	V1.UC25-1	2.39380236465e-06	Metals
Biocides	V1.UC25-1	9.6794465412e-07	Biocides
Metals	MH0182	7.25056600176e-07	Metals
Biocides	MH0182	3.02957821327e-07	Biocides
Aminoglycoside	O2.UC32-0	8.3463685274e-09	Ab (determinants)
Tetracycline derivative	O2.UC32-0	2.24435526764e-07	Ab (determinants)
Nucleoside	O2.UC32-0	1.40895984494e-09	Ab (determinants)
Pleuromutilin	O2.UC32-0	0	Ab (determinants)
Diaminopyrimidine	O2.UC32-0	7.2754456625e-09	Ab (determinants)
Glycopeptide	O2.UC32-0	6.18862242137e-10	Ab (determinants)
Lincosamide	O2.UC32-0	4.88380886764e-08	Ab (determinants)
Streptogramin	O2.UC32-0	4.81208035607e-08	Ab (determinants)
Sulfonamide	O2.UC32-0	2.02556595045e-09	Ab (determinants)
Aminonucleoside	O2.UC32-0	0	Ab (determinants)
Aminocoumarin	O2.UC32-0	0	Ab (determinants)
Mixture	O2.UC32-0	1.1560344548e-10	Ab (determinants)
Miscellaneous	O2.UC32-0	0	Ab (determinants)
Rifamycin	O2.UC32-0	0	Ab (determinants)
Lipopeptide	O2.UC32-0	0	Ab (determinants)
Fluoroquinolone	O2.UC32-0	1.09891349365e-11	Ab (determinants)
Oxazolidinone	O2.UC32-0	0	Ab (determinants)
Acridine dye	O2.UC32-0	0	Ab (determinants)
Macrolide	O2.UC32-0	5.01577958369e-08	Ab (determinants)
Phenicol	O2.UC32-0	2.73993704129e-09	Ab (determinants)
Elfamycin	O2.UC32-0	0	Ab (determinants)
Beta-lactam	O2.UC32-0	8.00706390193e-08	Ab (determinants)
Peptide	O2.UC32-0	0	Ab (determinants)
Coumarin	O2.UC32-0	3.0426910938e-09	Ab (mutations)
Rifampin	O2.UC32-0	6.94069354377e-09	Ab (mutations)
Sulfonamides	O2.UC32-0	2.24353407576e-08	Ab (mutations)
Fluoroquinolones	O2.UC32-0	4.56125573588e-08	Ab (mutations)
Metals	O2.UC55-0	7.64975245565e-07	Metals
Biocides	O2.UC55-0	2.38178700316e-07	Biocides
Aminoglycoside	O2.UC4-0	1.13068967301e-08	Ab (determinants)
Tetracycline derivative	O2.UC4-0	1.87363975314e-07	Ab (determinants)
Nucleoside	O2.UC4-0	2.29902286326e-09	Ab (determinants)
Pleuromutilin	O2.UC4-0	0	Ab (determinants)
Diaminopyrimidine	O2.UC4-0	8.48482679188e-10	Ab (determinants)
Glycopeptide	O2.UC4-0	1.9123085047e-09	Ab (determinants)
Lincosamide	O2.UC4-0	7.14493499948e-08	Ab (determinants)
Streptogramin	O2.UC4-0	5.68941790953e-08	Ab (determinants)
Sulfonamide	O2.UC4-0	1.61828054526e-09	Ab (determinants)
Aminonucleoside	O2.UC4-0	0	Ab (determinants)
Aminocoumarin	O2.UC4-0	4.57533725119e-11	Ab (determinants)
Mixture	O2.UC4-0	3.05936506265e-11	Ab (determinants)
Miscellaneous	O2.UC4-0	0	Ab (determinants)
Rifamycin	O2.UC4-0	1.1351138479e-11	Ab (determinants)
Lipopeptide	O2.UC4-0	3.05936506265e-11	Ab (determinants)
Fluoroquinolone	O2.UC4-0	1.36491022331e-10	Ab (determinants)
Oxazolidinone	O2.UC4-0	0	Ab (determinants)
Acridine dye	O2.UC4-0	2.33780725756e-11	Ab (determinants)
Macrolide	O2.UC4-0	5.95892129352e-08	Ab (determinants)
Phenicol	O2.UC4-0	2.22677919832e-09	Ab (determinants)
Elfamycin	O2.UC4-0	0	Ab (determinants)
Beta-lactam	O2.UC4-0	9.87101853178e-09	Ab (determinants)
Peptide	O2.UC4-0	0	Ab (determinants)
Coumarin	O2.UC4-0	2.6054458212e-09	Ab (mutations)
Rifampin	O2.UC4-0	3.21820864639e-09	Ab (mutations)
Sulfonamides	O2.UC4-0	4.16335471363e-09	Ab (mutations)
Fluoroquinolones	O2.UC4-0	2.23217946586e-08	Ab (mutations)
Aminoglycoside	V1.UC49-1	6.76049590441e-08	Ab (determinants)
Tetracycline derivative	V1.UC49-1	2.74578254171e-07	Ab (determinants)
Nucleoside	V1.UC49-1	9.4589050766e-09	Ab (determinants)
Pleuromutilin	V1.UC49-1	0	Ab (determinants)
Diaminopyrimidine	V1.UC49-1	6.95683425212e-09	Ab (determinants)
Glycopeptide	V1.UC49-1	9.61288144316e-10	Ab (determinants)
Lincosamide	V1.UC49-1	1.73877486525e-07	Ab (determinants)
Streptogramin	V1.UC49-1	1.54772544025e-07	Ab (determinants)
Sulfonamide	V1.UC49-1	2.68143275201e-09	Ab (determinants)
Aminonucleoside	V1.UC49-1	0	Ab (determinants)
Aminocoumarin	V1.UC49-1	1.87147815811e-09	Ab (determinants)
Mixture	V1.UC49-1	4.32737277468e-09	Ab (determinants)
Miscellaneous	V1.UC49-1	0	Ab (determinants)
Rifamycin	V1.UC49-1	7.95395089933e-10	Ab (determinants)
Lipopeptide	V1.UC49-1	3.13831414988e-09	Ab (determinants)
Fluoroquinolone	V1.UC49-1	4.45187955496e-09	Ab (determinants)
Oxazolidinone	V1.UC49-1	0	Ab (determinants)
Acridine dye	V1.UC49-1	0	Ab (determinants)
Macrolide	V1.UC49-1	1.66213439799e-07	Ab (determinants)
Phenicol	V1.UC49-1	2.55977348487e-09	Ab (determinants)
Elfamycin	V1.UC49-1	0	Ab (determinants)
Beta-lactam	V1.UC49-1	3.07322055346e-08	Ab (determinants)
Peptide	V1.UC49-1	6.42967203918e-10	Ab (determinants)
Coumarin	V1.UC49-1	3.41751997653e-09	Ab (mutations)
Rifampin	V1.UC49-1	4.10992305694e-09	Ab (mutations)
Sulfonamides	V1.UC49-1	1.31875469492e-09	Ab (mutations)
Fluoroquinolones	V1.UC49-1	3.16457720313e-08	Ab (mutations)
Metals	MH0160	6.80241707313e-07	Metals
Biocides	MH0160	2.21260200385e-07	Biocides
Metals	O2.UC57-2	8.56715243473e-07	Metals
Biocides	O2.UC57-2	2.62340675992e-07	Biocides
Metals	MH0055	2.28003612314e-07	Metals
Biocides	MH0055	6.14079835605e-08	Biocides
Metals	MH0110	4.66042921274e-07	Metals
Biocides	MH0110	1.4303761932e-07	Biocides
Aminoglycoside	MH0032	1.68100111868e-09	Ab (determinants)
Tetracycline derivative	MH0032	4.70192427527e-08	Ab (determinants)
Nucleoside	MH0032	3.39232200761e-10	Ab (determinants)
Pleuromutilin	MH0032	0	Ab (determinants)
Diaminopyrimidine	MH0032	1.04066613333e-09	Ab (determinants)
Glycopeptide	MH0032	6.64064035455e-10	Ab (determinants)
Lincosamide	MH0032	1.45911352253e-09	Ab (determinants)
Streptogramin	MH0032	1.27355540718e-09	Ab (determinants)
Sulfonamide	MH0032	1.95780094647e-11	Ab (determinants)
Aminonucleoside	MH0032	0	Ab (determinants)
Aminocoumarin	MH0032	3.92688243616e-11	Ab (determinants)
Mixture	MH0032	4.59111026745e-11	Ab (determinants)
Miscellaneous	MH0032	0	Ab (determinants)
Rifamycin	MH0032	0	Ab (determinants)
Lipopeptide	MH0032	9.20928637391e-11	Ab (determinants)
Fluoroquinolone	MH0032	1.84246728236e-10	Ab (determinants)
Oxazolidinone	MH0032	0	Ab (determinants)
Acridine dye	MH0032	0	Ab (determinants)
Macrolide	MH0032	1.78755421756e-09	Ab (determinants)
Phenicol	MH0032	1.14478227371e-09	Ab (determinants)
Elfamycin	MH0032	0	Ab (determinants)
Beta-lactam	MH0032	1.55856087314e-07	Ab (determinants)
Peptide	MH0032	0	Ab (determinants)
Coumarin	MH0032	1.42947119912e-09	Ab (mutations)
Rifampin	MH0032	7.15148261685e-09	Ab (mutations)
Sulfonamides	MH0032	2.6703167771e-10	Ab (mutations)
Fluoroquinolones	MH0032	4.31782918505e-08	Ab (mutations)
Aminoglycoside	MH0158	1.55981665858e-09	Ab (determinants)
Tetracycline derivative	MH0158	1.72535396923e-07	Ab (determinants)
Nucleoside	MH0158	1.36047822913e-10	Ab (determinants)
Pleuromutilin	MH0158	0	Ab (determinants)
Diaminopyrimidine	MH0158	2.23820611888e-10	Ab (determinants)
Glycopeptide	MH0158	1.20591746122e-09	Ab (determinants)
Lincosamide	MH0158	7.43042907711e-08	Ab (determinants)
Streptogramin	MH0158	8.53029630063e-08	Ab (determinants)
Sulfonamide	MH0158	6.60017975604e-11	Ab (determinants)
Aminonucleoside	MH0158	0	Ab (determinants)
Aminocoumarin	MH0158	2.14172047419e-10	Ab (determinants)
Mixture	MH0158	1.04066231607e-09	Ab (determinants)
Miscellaneous	MH0158	0	Ab (determinants)
Rifamycin	MH0158	8.04844131695e-11	Ab (determinants)
Lipopeptide	MH0158	2.99934615219e-10	Ab (determinants)
Fluoroquinolone	MH0158	6.61248327009e-10	Ab (determinants)
Oxazolidinone	MH0158	0	Ab (determinants)
Acridine dye	MH0158	0	Ab (determinants)
Macrolide	MH0158	9.21428758907e-08	Ab (determinants)
Phenicol	MH0158	4.72921903287e-09	Ab (determinants)
Elfamycin	MH0158	0	Ab (determinants)
Beta-lactam	MH0158	2.20831114872e-08	Ab (determinants)
Peptide	MH0158	6.74453362677e-11	Ab (determinants)
Coumarin	MH0158	1.46002808848e-09	Ab (mutations)
Rifampin	MH0158	4.73204770753e-09	Ab (mutations)
Sulfonamides	MH0158	1.05544111407e-08	Ab (mutations)
Fluoroquinolones	MH0158	2.89379908367e-08	Ab (mutations)
Aminoglycoside	O2.UC17-2	5.61338534911e-08	Ab (determinants)
Tetracycline derivative	O2.UC17-2	2.05770936855e-07	Ab (determinants)
Nucleoside	O2.UC17-2	2.45595492087e-08	Ab (determinants)
Pleuromutilin	O2.UC17-2	0	Ab (determinants)
Diaminopyrimidine	O2.UC17-2	2.31847087776e-08	Ab (determinants)
Glycopeptide	O2.UC17-2	2.6245122931e-11	Ab (determinants)
Lincosamide	O2.UC17-2	7.79292403426e-08	Ab (determinants)
Streptogramin	O2.UC17-2	6.68732409937e-08	Ab (determinants)
Sulfonamide	O2.UC17-2	0	Ab (determinants)
Aminonucleoside	O2.UC17-2	0	Ab (determinants)
Aminocoumarin	O2.UC17-2	0	Ab (determinants)
Mixture	O2.UC17-2	2.00965533453e-10	Ab (determinants)
Miscellaneous	O2.UC17-2	0	Ab (determinants)
Rifamycin	O2.UC17-2	0	Ab (determinants)
Lipopeptide	O2.UC17-2	0	Ab (determinants)
Fluoroquinolone	O2.UC17-2	0	Ab (determinants)
Oxazolidinone	O2.UC17-2	0	Ab (determinants)
Acridine dye	O2.UC17-2	0	Ab (determinants)
Macrolide	O2.UC17-2	8.95422252211e-08	Ab (determinants)
Phenicol	O2.UC17-2	3.0510599024e-08	Ab (determinants)
Elfamycin	O2.UC17-2	0	Ab (determinants)
Beta-lactam	O2.UC17-2	6.17820444627e-08	Ab (determinants)
Peptide	O2.UC17-2	0	Ab (determinants)
Coumarin	O2.UC17-2	5.39397061638e-09	Ab (mutations)
Rifampin	O2.UC17-2	7.27162719062e-09	Ab (mutations)
Sulfonamides	O2.UC17-2	7.64669127812e-09	Ab (mutations)
Fluoroquinolones	O2.UC17-2	5.08146431637e-08	Ab (mutations)
Aminoglycoside	MH0062	5.83080668319e-09	Ab (determinants)
Tetracycline derivative	MH0062	4.39453469818e-07	Ab (determinants)
Nucleoside	MH0062	1.96599505787e-09	Ab (determinants)
Pleuromutilin	MH0062	0	Ab (determinants)
Diaminopyrimidine	MH0062	1.36788677639e-09	Ab (determinants)
Glycopeptide	MH0062	1.7856714473e-09	Ab (determinants)
Lincosamide	MH0062	1.54836585375e-08	Ab (determinants)
Streptogramin	MH0062	8.39895063e-09	Ab (determinants)
Sulfonamide	MH0062	3.1240519304e-08	Ab (determinants)
Aminonucleoside	MH0062	0	Ab (determinants)
Aminocoumarin	MH0062	4.12928717764e-10	Ab (determinants)
Mixture	MH0062	5.85971466822e-10	Ab (determinants)
Miscellaneous	MH0062	0	Ab (determinants)
Rifamycin	MH0062	1.06310657855e-10	Ab (determinants)
Lipopeptide	MH0062	5.31524592189e-10	Ab (determinants)
Fluoroquinolone	MH0062	9.52392510953e-10	Ab (determinants)
Oxazolidinone	MH0062	0	Ab (determinants)
Acridine dye	MH0062	0	Ab (determinants)
Macrolide	MH0062	9.36209409689e-09	Ab (determinants)
Phenicol	MH0062	4.297966209e-09	Ab (determinants)
Elfamycin	MH0062	0	Ab (determinants)
Beta-lactam	MH0062	1.37799191512e-08	Ab (determinants)
Peptide	MH0062	7.02440846923e-11	Ab (determinants)
Coumarin	MH0062	8.98692578537e-09	Ab (mutations)
Rifampin	MH0062	4.19862850514e-09	Ab (mutations)
Sulfonamides	MH0062	0.0	Ab (mutations)
Fluoroquinolones	MH0062	3.46749636829e-08	Ab (mutations)
Aminoglycoside	V1.UC6-0	1.08127411461e-08	Ab (determinants)
Tetracycline derivative	V1.UC6-0	1.48897348774e-07	Ab (determinants)
Nucleoside	V1.UC6-0	3.65971249693e-09	Ab (determinants)
Pleuromutilin	V1.UC6-0	0	Ab (determinants)
Diaminopyrimidine	V1.UC6-0	4.9973837976e-09	Ab (determinants)
Glycopeptide	V1.UC6-0	3.14729916497e-10	Ab (determinants)
Lincosamide	V1.UC6-0	5.88359437838e-08	Ab (determinants)
Streptogramin	V1.UC6-0	5.64603753836e-08	Ab (determinants)
Sulfonamide	V1.UC6-0	6.71619491758e-11	Ab (determinants)
Aminonucleoside	V1.UC6-0	0	Ab (determinants)
Aminocoumarin	V1.UC6-0	1.19646410687e-10	Ab (determinants)
Mixture	V1.UC6-0	1.36155670583e-10	Ab (determinants)
Miscellaneous	V1.UC6-0	5.68596446658e-11	Ab (determinants)
Rifamycin	V1.UC6-0	5.66622719906e-11	Ab (determinants)
Lipopeptide	V1.UC6-0	1.26688541738e-10	Ab (determinants)
Fluoroquinolone	V1.UC6-0	2.442838329e-10	Ab (determinants)
Oxazolidinone	V1.UC6-0	0	Ab (determinants)
Acridine dye	V1.UC6-0	2.84120090744e-11	Ab (determinants)
Macrolide	V1.UC6-0	6.20173200306e-08	Ab (determinants)
Phenicol	V1.UC6-0	1.5444583816e-09	Ab (determinants)
Elfamycin	V1.UC6-0	0	Ab (determinants)
Beta-lactam	V1.UC6-0	2.80709127411e-08	Ab (determinants)
Peptide	V1.UC6-0	0	Ab (determinants)
Coumarin	V1.UC6-0	2.20781238891e-09	Ab (mutations)
Rifampin	V1.UC6-0	3.92874545134e-09	Ab (mutations)
Sulfonamides	V1.UC6-0	1.23884493048e-09	Ab (mutations)
Fluoroquinolones	V1.UC6-0	2.89554245606e-08	Ab (mutations)
Metals	MH0051	2.51537926647e-07	Metals
Biocides	MH0051	8.69442569824e-08	Biocides
Aminoglycoside	V1.UC35-4	2.53488473104e-08	Ab (determinants)
Tetracycline derivative	V1.UC35-4	2.2448747757e-07	Ab (determinants)
Nucleoside	V1.UC35-4	6.17219489944e-09	Ab (determinants)
Pleuromutilin	V1.UC35-4	0	Ab (determinants)
Diaminopyrimidine	V1.UC35-4	4.04186275671e-09	Ab (determinants)
Glycopeptide	V1.UC35-4	1.49657587709e-10	Ab (determinants)
Lincosamide	V1.UC35-4	6.70780846211e-08	Ab (determinants)
Streptogramin	V1.UC35-4	7.03944147429e-08	Ab (determinants)
Sulfonamide	V1.UC35-4	5.6105940326e-11	Ab (determinants)
Aminonucleoside	V1.UC35-4	0	Ab (determinants)
Aminocoumarin	V1.UC35-4	2.67593750608e-10	Ab (determinants)
Mixture	V1.UC35-4	5.41214038507e-10	Ab (determinants)
Miscellaneous	V1.UC35-4	0	Ab (determinants)
Rifamycin	V1.UC35-4	1.02916526727e-10	Ab (determinants)
Lipopeptide	V1.UC35-4	6.40774519678e-10	Ab (determinants)
Fluoroquinolone	V1.UC35-4	9.05034249004e-10	Ab (determinants)
Oxazolidinone	V1.UC35-4	0	Ab (determinants)
Acridine dye	V1.UC35-4	0	Ab (determinants)
Macrolide	V1.UC35-4	8.54255427682e-08	Ab (determinants)
Phenicol	V1.UC35-4	4.13247655804e-09	Ab (determinants)
Elfamycin	V1.UC35-4	0	Ab (determinants)
Beta-lactam	V1.UC35-4	1.92365897897e-08	Ab (determinants)
Peptide	V1.UC35-4	4.17726791431e-11	Ab (determinants)
Coumarin	V1.UC35-4	1.14746009104e-09	Ab (mutations)
Rifampin	V1.UC35-4	4.4388067575e-09	Ab (mutations)
Sulfonamides	V1.UC35-4	1.85810101738e-09	Ab (mutations)
Fluoroquinolones	V1.UC35-4	3.94367106287e-08	Ab (mutations)
Metals	MH0047	3.24247531663e-07	Metals
Biocides	MH0047	1.32164108452e-07	Biocides
Metals	MH0154	6.90917001675e-07	Metals
Biocides	MH0154	2.74188320465e-07	Biocides
Aminoglycoside	MH0182	1.1755904746e-08	Ab (determinants)
Tetracycline derivative	MH0182	2.65472614776e-07	Ab (determinants)
Nucleoside	MH0182	2.79138795385e-10	Ab (determinants)
Pleuromutilin	MH0182	0	Ab (determinants)
Diaminopyrimidine	MH0182	1.40472833486e-09	Ab (determinants)
Glycopeptide	MH0182	4.23463958829e-10	Ab (determinants)
Lincosamide	MH0182	1.35222818406e-07	Ab (determinants)
Streptogramin	MH0182	1.34723686179e-07	Ab (determinants)
Sulfonamide	MH0182	1.28855008501e-09	Ab (determinants)
Aminonucleoside	MH0182	0	Ab (determinants)
Aminocoumarin	MH0182	3.81621727573e-10	Ab (determinants)
Mixture	MH0182	8.79394613144e-10	Ab (determinants)
Miscellaneous	MH0182	0	Ab (determinants)
Rifamycin	MH0182	1.21866329838e-10	Ab (determinants)
Lipopeptide	MH0182	7.39809653435e-10	Ab (determinants)
Fluoroquinolone	MH0182	1.10594657266e-09	Ab (determinants)
Oxazolidinone	MH0182	0	Ab (determinants)
Acridine dye	MH0182	4.02713278541e-11	Ab (determinants)
Macrolide	MH0182	1.35759094896e-07	Ab (determinants)
Phenicol	MH0182	1.52934512985e-10	Ab (determinants)
Elfamycin	MH0182	0	Ab (determinants)
Beta-lactam	MH0182	3.5019689582e-08	Ab (determinants)
Peptide	MH0182	2.85151395087e-10	Ab (determinants)
Coumarin	MH0182	1.34806967431e-09	Ab (mutations)
Rifampin	MH0182	6.4074453206e-09	Ab (mutations)
Sulfonamides	MH0182	1.02686507577e-10	Ab (mutations)
Fluoroquinolones	MH0182	4.74542759725e-08	Ab (mutations)
Metals	MH0109	3.75765268821e-07	Metals
Biocides	MH0109	1.62358760201e-07	Biocides
Aminoglycoside	V1.UC38-0	5.02303899792e-08	Ab (determinants)
Tetracycline derivative	V1.UC38-0	5.12511214853e-07	Ab (determinants)
Nucleoside	V1.UC38-0	1.79175365725e-08	Ab (determinants)
Pleuromutilin	V1.UC38-0	0	Ab (determinants)
