category	sample	sum_abund
Peptide	FD472	3.96e-10
Tetracycline derivative	FD472	1.10e-07
Streptogramin	FD472	1.67e-08
Macrolide	FD472	1.72e-08
Sulfonamide	FD472	9.57e-10
Aminocoumarin	FD472	2.34e-10
Rifamycin	FD472	8.76e-11
Diaminopyrimidine	FD472	4.73e-09
Nucleoside	FD472	9.58e-10
Beta-lactam	FD472	2.09e-08
Phenicol	FD472	1.20e-09
Lincosamide	FD472	1.97e-08
Glycopeptide	FD472	3.30e-09
Coumarin	FD472	2.23e-08
Rifampin	FD472	1.17e-07
Sulfonamides	FD472	1.06e-09
Fluoroquinolones	FD472	1.17e-07
Metals	FD472	5.70e-06
Biocides	FD472	1.29e-06
Fluoroquinolone	FD473	1.71e-10
Aminoglycoside	FD473	5.60e-10
Lipopeptide	FD473	6.44e-11
Peptide	FD473	1.14e-10
Tetracycline derivative	FD473	1.35e-07
Streptogramin	FD473	6.01e-08
Macrolide	FD473	6.05e-08
Aminocoumarin	FD473	8.12e-11
Diaminopyrimidine	FD473	7.43e-09
Nucleoside	FD473	1.72e-10
Beta-lactam	FD473	4.19e-08
Phenicol	FD473	3.77e-10
Lincosamide	FD473	5.99e-08
Glycopeptide	FD473	2.62e-10
Coumarin	FD473	4.76e-08
Rifampin	FD473	9.04e-08
Sulfonamides	FD473	1.52e-08
Fluoroquinolones	FD473	1.61e-07
Metals	FD473	5.77e-06
Biocides	FD473	1.29e-06
Fluoroquinolone	FD474	7.11e-10
Aminoglycoside	FD474	1.38e-08
Lipopeptide	FD474	3.34e-10
Peptide	FD474	1.11e-10
Tetracycline derivative	FD474	1.67e-07
Streptogramin	FD474	9.69e-09
Macrolide	FD474	9.88e-09
Aminocoumarin	FD474	2.06e-10
Rifamycin	FD474	1.75e-10
Diaminopyrimidine	FD474	6.70e-09
Nucleoside	FD474	3.01e-09
Beta-lactam	FD474	3.83e-08
Phenicol	FD474	4.35e-09
Lincosamide	FD474	1.06e-08
Glycopeptide	FD474	1.61e-10
Coumarin	FD474	8.08e-08
Rifampin	FD474	5.26e-08
Sulfonamides	FD474	4.64e-09
Fluoroquinolones	FD474	1.70e-07
Metals	FD474	5.77e-06
Biocides	FD474	1.31e-06
Fluoroquinolone	FD475	2.37e-10
Aminoglycoside	FD475	4.15e-09
Lipopeptide	FD475	1.53e-10
Tetracycline derivative	FD475	2.51e-07
Streptogramin	FD475	4.10e-08
Macrolide	FD475	4.14e-08
Sulfonamide	FD475	5.54e-09
Aminocoumarin	FD475	2.35e-10
Diaminopyrimidine	FD475	7.65e-09
Nucleoside	FD475	1.13e-09
Beta-lactam	FD475	4.71e-08
Phenicol	FD475	5.35e-09
Lincosamide	FD475	3.69e-08
Glycopeptide	FD475	3.09e-09
Coumarin	FD475	4.21e-08
Rifampin	FD475	6.77e-08
Sulfonamides	FD475	2.49e-09
Fluoroquinolones	FD475	1.13e-07
Metals	FD475	5.64e-06
Biocides	FD475	1.38e-06
Fluoroquinolone	FD476	8.55e-10
Aminoglycoside	FD476	1.19e-09
Lipopeptide	FD476	1.07e-10
Peptide	FD476	1.93e-10
Tetracycline derivative	FD476	2.20e-07
Streptogramin	FD476	1.16e-07
Macrolide	FD476	1.17e-07
Sulfonamide	FD476	6.48e-11
Aminocoumarin	FD476	1.22e-10
Rifamycin	FD476	3.78e-10
Diaminopyrimidine	FD476	5.12e-09
Nucleoside	FD476	1.94e-10
Beta-lactam	FD476	1.36e-07
Phenicol	FD476	6.32e-10
Lincosamide	FD476	1.16e-07
Coumarin	FD476	2.73e-08
Rifampin	FD476	1.34e-07
Sulfonamides	FD476	1.47e-09
Fluoroquinolones	FD476	2.13e-07
Metals	FD476	5.03e-06
Biocides	FD476	1.15e-06
Fluoroquinolone	FD477	5.92e-10
Aminoglycoside	FD477	6.57e-10
Lipopeptide	FD477	1.36e-10
Peptide	FD477	1.17e-10
Tetracycline derivative	FD477	2.16e-07
Streptogramin	FD477	9.46e-09
Macrolide	FD477	9.96e-09
Aminocoumarin	FD477	4.43e-10
Rifamycin	FD477	2.58e-10
Diaminopyrimidine	FD477	4.05e-08
Oxazolidinone	FD477	1.37e-10
Beta-lactam	FD477	6.09e-08
Phenicol	FD477	1.54e-09
Lincosamide	FD477	9.32e-09
Pleuromutilin	FD477	1.37e-10
Coumarin	FD477	4.12e-08
Rifampin	FD477	1.53e-07
Sulfonamides	FD477	1.55e-08
Fluoroquinolones	FD477	2.42e-07
Metals	FD477	5.57e-06
Biocides	FD477	1.31e-06
Fluoroquinolone	FD478	1.15e-08
Aminoglycoside	FD478	2.44e-08
Lipopeptide	FD478	8.52e-09
Peptide	FD478	1.30e-09
Tetracycline derivative	FD478	1.69e-07
Streptogramin	FD478	1.57e-08
Macrolide	FD478	2.05e-08
Sulfonamide	FD478	2.03e-08
Aminocoumarin	FD478	4.93e-09
Rifamycin	FD478	1.81e-09
Diaminopyrimidine	FD478	1.15e-08
Nucleoside	FD478	2.81e-10
Beta-lactam	FD478	3.89e-08
Phenicol	FD478	3.65e-09
Lincosamide	FD478	1.73e-08
Glycopeptide	FD478	5.77e-10
Coumarin	FD478	2.30e-08
Rifampin	FD478	9.24e-08
Sulfonamides	FD478	6.32e-09
Fluoroquinolones	FD478	1.77e-07
Metals	FD478	5.93e-06
Biocides	FD478	1.61e-06
Fluoroquinolone	FD479	1.62e-10
Aminoglycoside	FD479	1.25e-09
Lipopeptide	FD479	8.11e-11
Tetracycline derivative	FD479	2.43e-07
Streptogramin	FD479	7.08e-08
Macrolide	FD479	7.27e-08
Sulfonamide	FD479	1.16e-10
Aminocoumarin	FD479	3.03e-11
Diaminopyrimidine	FD479	3.44e-09
Nucleoside	FD479	6.10e-10
Beta-lactam	FD479	6.32e-08
Phenicol	FD479	5.17e-10
Lincosamide	FD479	7.82e-08
Glycopeptide	FD479	1.04e-10
Coumarin	FD479	3.98e-08
Rifampin	FD479	1.29e-07
Sulfonamides	FD479	1.66e-09
Fluoroquinolones	FD479	2.29e-07
Metals	FD479	5.29e-06
Biocides	FD479	1.24e-06
Fluoroquinolone	FD47	1.35e-10
Aminoglycoside	FD47	3.73e-10
Lipopeptide	FD47	1.62e-10
Tetracycline derivative	FD47	8.87e-08
Streptogramin	FD47	1.76e-09
Macrolide	FD47	1.90e-09
Aminocoumarin	FD47	1.94e-11
Diaminopyrimidine	FD47	2.53e-09
Nucleoside	FD47	1.14e-10
Beta-lactam	FD47	3.73e-08
Phenicol	FD47	2.87e-10
Lincosamide	FD47	2.21e-09
Coumarin	FD47	2.01e-08
Rifampin	FD47	8.09e-08
Sulfonamides	FD47	6.66e-09
Fluoroquinolones	FD47	1.25e-07
Metals	FD47	4.61e-06
Biocides	FD47	1.03e-06
Fluoroquinolone	FD48	7.05e-11
Aminoglycoside	FD48	3.21e-09
Tetracycline derivative	FD48	1.53e-07
Streptogramin	FD48	1.51e-08
Macrolide	FD48	1.59e-08
Diaminopyrimidine	FD48	1.61e-09
Nucleoside	FD48	5.77e-10
Beta-lactam	FD48	6.75e-09
Phenicol	FD48	1.43e-09
Lincosamide	FD48	1.66e-08
Glycopeptide	FD48	2.37e-09
Coumarin	FD48	4.87e-08
Rifampin	FD48	8.95e-08
Sulfonamides	FD48	3.10e-09
Fluoroquinolones	FD48	1.41e-07
Metals	FD48	5.90e-06
Biocides	FD48	1.46e-06
Fluoroquinolone	FD570	2.19e-09
Aminoglycoside	FD570	2.62e-09
Lipopeptide	FD570	9.82e-10
Peptide	FD570	4.23e-10
Tetracycline derivative	FD570	1.08e-07
Streptogramin	FD570	3.58e-08
Macrolide	FD570	4.12e-08
Sulfonamide	FD570	1.46e-10
Aminocoumarin	FD570	9.93e-10
Rifamycin	FD570	6.88e-10
Diaminopyrimidine	FD570	1.80e-09
Nucleoside	FD570	7.82e-10
Beta-lactam	FD570	5.36e-08
Phenicol	FD570	3.58e-09
Lincosamide	FD570	3.48e-08
Glycopeptide	FD570	3.75e-10
Coumarin	FD570	2.08e-08
Rifampin	FD570	8.50e-08
Sulfonamides	FD570	1.25e-08
Fluoroquinolones	FD570	1.56e-07
Metals	FD570	5.64e-06
Biocides	FD570	1.56e-06
Fluoroquinolone	FD572	6.63e-10
Aminoglycoside	FD572	1.12e-10
Tetracycline derivative	FD572	4.91e-08
Streptogramin	FD572	7.73e-10
Macrolide	FD572	1.03e-09
Sulfonamide	FD572	9.76e-10
Aminocoumarin	FD572	1.15e-10
Diaminopyrimidine	FD572	3.65e-10
Beta-lactam	FD572	4.85e-09
Phenicol	FD572	1.99e-09
Lincosamide	FD572	9.52e-10
Rifampin	FD572	1.95e-07
Sulfonamides	FD572	4.17e-10
Fluoroquinolones	FD572	3.45e-07
Metals	FD572	4.24e-06
Biocides	FD572	1.08e-06
Fluoroquinolone	FD573	2.92e-09
Aminoglycoside	FD573	4.45e-09
Lipopeptide	FD573	1.33e-09
Peptide	FD573	1.00e-10
Tetracycline derivative	FD573	7.41e-08
Streptogramin	FD573	1.05e-07
Macrolide	FD573	1.06e-07
Aminocoumarin	FD573	1.75e-10
Rifamycin	FD573	1.08e-10
Diaminopyrimidine	FD573	9.98e-10
Beta-lactam	FD573	1.65e-07
Phenicol	FD573	1.08e-10
Lincosamide	FD573	1.05e-07
Rifampin	FD573	1.04e-07
Sulfonamides	FD573	3.84e-10
Fluoroquinolones	FD573	1.76e-07
Metals	FD573	4.27e-06
Biocides	FD573	9.46e-07
Fluoroquinolone	FD574	2.11e-10
Aminoglycoside	FD574	5.89e-10
Lipopeptide	FD574	5.46e-10
Tetracycline derivative	FD574	1.66e-07
Streptogramin	FD574	2.97e-08
Macrolide	FD574	3.10e-08
Aminocoumarin	FD574	2.63e-10
Rifamycin	FD574	1.08e-10
Diaminopyrimidine	FD574	1.61e-10
Nucleoside	FD574	2.94e-10
Beta-lactam	FD574	4.29e-08
Phenicol	FD574	1.26e-09
Lincosamide	FD574	3.11e-08
Glycopeptide	FD574	1.32e-09
Coumarin	FD574	7.06e-10
Rifampin	FD574	4.61e-08
Fluoroquinolones	FD574	6.16e-08
Metals	FD574	4.95e-06
Biocides	FD574	1.31e-06
Fluoroquinolone	FD575	1.82e-09
Aminoglycoside	FD575	1.92e-09
Lipopeptide	FD575	3.05e-10
Tetracycline derivative	FD575	2.55e-07
Streptogramin	FD575	9.67e-08
Macrolide	FD575	9.78e-08
Aminocoumarin	FD575	8.37e-10
Rifamycin	FD575	1.07e-09
Diaminopyrimidine	FD575	5.06e-10
Beta-lactam	FD575	1.60e-07
Phenicol	FD575	1.48e-09
Lincosamide	FD575	9.72e-08
Coumarin	FD575	1.01e-09
Rifampin	FD575	5.04e-08
Sulfonamides	FD575	6.62e-09
Fluoroquinolones	FD575	6.84e-08
Metals	FD575	4.61e-06
Biocides	FD575	1.72e-06
Fluoroquinolone	FD576	1.17e-08
Aminoglycoside	FD576	2.42e-09
Lipopeptide	FD576	5.71e-09
Peptide	FD576	1.64e-09
Tetracycline derivative	FD576	1.31e-07
Streptogramin	FD576	1.08e-08
Macrolide	FD576	1.70e-08
Sulfonamide	FD576	1.50e-10
Aminocoumarin	FD576	4.12e-09
Rifamycin	FD576	1.62e-09
Diaminopyrimidine	FD576	6.17e-10
Nucleoside	FD576	2.25e-10
Beta-lactam	FD576	4.01e-08
Phenicol	FD576	2.01e-09
Lincosamide	FD576	1.24e-08
Glycopeptide	FD576	3.11e-10
Coumarin	FD576	7.35e-10
Rifampin	FD576	1.57e-07
Sulfonamides	FD576	1.14e-08
Fluoroquinolones	FD576	2.87e-07
Metals	FD576	5.09e-06
Biocides	FD576	1.99e-06
Fluoroquinolone	FD577	4.93e-10
Aminoglycoside	FD577	1.28e-10
Lipopeptide	FD577	3.06e-10
Tetracycline derivative	FD577	1.49e-07
Streptogramin	FD577	5.73e-08
Macrolide	FD577	5.95e-08
Sulfonamide	FD577	2.93e-09
Aminocoumarin	FD577	1.92e-10
Rifamycin	FD577	9.51e-11
Diaminopyrimidine	FD577	8.05e-10
Beta-lactam	FD577	7.19e-08
Phenicol	FD577	1.11e-08
Lincosamide	FD577	5.54e-08
Coumarin	FD577	7.77e-10
Rifampin	FD577	1.51e-07
Sulfonamides	FD577	4.73e-09
Fluoroquinolones	FD577	2.61e-07
Metals	FD577	4.41e-06
Biocides	FD577	1.66e-06
Fluoroquinolone	FD579	3.99e-09
Aminoglycoside	FD579	1.15e-08
Lipopeptide	FD579	2.09e-09
Peptide	FD579	1.18e-10
Tetracycline derivative	FD579	1.30e-07
Streptogramin	FD579	6.24e-09
Macrolide	FD579	1.06e-08
Sulfonamide	FD579	4.52e-09
Aminocoumarin	FD579	1.46e-09
Rifamycin	FD579	4.88e-10
Diaminopyrimidine	FD579	3.72e-09
Beta-lactam	FD579	1.21e-08
Phenicol	FD579	1.34e-09
Lincosamide	FD579	1.17e-08
Glycopeptide	FD579	1.92e-09
Coumarin	FD579	1.16e-08
Rifampin	FD579	3.99e-08
Sulfonamides	FD579	1.14e-09
Fluoroquinolones	FD579	8.69e-08
Metals	FD579	5.51e-06
Biocides	FD579	1.44e-06
Fluoroquinolone	FD580	3.29e-10
Aminoglycoside	FD580	2.51e-09
Tetracycline derivative	FD580	2.37e-07
Streptogramin	FD580	7.03e-08
Macrolide	FD580	7.61e-08
Aminocoumarin	FD580	2.35e-10
Rifamycin	FD580	1.20e-10
Diaminopyrimidine	FD580	8.99e-10
Nucleoside	FD580	6.55e-10
Beta-lactam	FD580	4.02e-08
Phenicol	FD580	2.19e-09
Lincosamide	FD580	1.02e-07
Glycopeptide	FD580	1.16e-10
Coumarin	FD580	2.89e-09
Rifampin	FD580	6.87e-08
Sulfonamides	FD580	7.79e-09
Fluoroquinolones	FD580	1.19e-07
Metals	FD580	5.10e-06
Biocides	FD580	1.52e-06
Fluoroquinolone	FD581	3.42e-10
Aminoglycoside	FD581	4.57e-09
Lipopeptide	FD581	1.04e-10
Tetracycline derivative	FD581	1.55e-07
Streptogramin	FD581	2.17e-08
Macrolide	FD581	2.20e-08
Sulfonamide	FD581	3.21e-09
Aminocoumarin	FD581	1.65e-10
Rifamycin	FD581	3.63e-11
Diaminopyrimidine	FD581	5.29e-09
Nucleoside	FD581	1.89e-09
Beta-lactam	FD581	5.31e-08
Phenicol	FD581	2.67e-09
Lincosamide	FD581	2.36e-08
Glycopeptide	FD581	3.12e-10
Coumarin	FD581	9.75e-09
Rifampin	FD581	8.95e-08
Sulfonamides	FD581	6.87e-09
Fluoroquinolones	FD581	1.54e-07
Metals	FD581	4.45e-06
Biocides	FD581	1.28e-06
Fluoroquinolone	FD582	5.47e-09
Aminoglycoside	FD582	1.09e-08
Lipopeptide	FD582	5.13e-09
Peptide	FD582	1.05e-09
Tetracycline derivative	FD582	1.81e-07
Streptogramin	FD582	7.85e-08
Macrolide	FD582	8.63e-08
Sulfonamide	FD582	1.36e-09
Aminocoumarin	FD582	2.24e-09
Rifamycin	FD582	1.20e-09
Diaminopyrimidine	FD582	4.49e-09
Nucleoside	FD582	4.55e-10
Beta-lactam	FD582	7.72e-08
Phenicol	FD582	4.52e-09
Lincosamide	FD582	7.86e-08
Glycopeptide	FD582	1.36e-09
Coumarin	FD582	4.38e-09
Rifampin	FD582	1.38e-07
Sulfonamides	FD582	1.61e-08
Fluoroquinolones	FD582	2.25e-07
Metals	FD582	4.56e-06
Biocides	FD582	1.75e-06
Fluoroquinolone	FD583	2.21e-09
Aminoglycoside	FD583	2.72e-09
Lipopeptide	FD583	1.05e-09
Tetracycline derivative	FD583	2.13e-07
Streptogramin	FD583	3.50e-09
Macrolide	FD583	5.45e-09
Sulfonamide	FD583	4.83e-10
Aminocoumarin	FD583	1.09e-09
Rifamycin	FD583	2.90e-10
Diaminopyrimidine	FD583	1.59e-09
Beta-lactam	FD583	4.67e-08
Phenicol	FD583	6.67e-10
Lincosamide	FD583	6.10e-09
Glycopeptide	FD583	3.04e-10
Coumarin	FD583	8.35e-10
Rifampin	FD583	1.17e-07
Sulfonamides	FD583	8.20e-09
Fluoroquinolones	FD583	1.74e-07
Metals	FD583	4.94e-06
Biocides	FD583	1.48e-06
Fluoroquinolone	FD584	1.45e-09
Aminoglycoside	FD584	3.00e-09
Lipopeptide	FD584	1.47e-09
Peptide	FD584	4.44e-10
Tetracycline derivative	FD584	1.65e-07
Streptogramin	FD584	2.27e-08
Macrolide	FD584	3.52e-08
Aminocoumarin	FD584	7.94e-10
Rifamycin	FD584	4.17e-10
Nucleoside	FD584	5.38e-10
Beta-lactam	FD584	8.10e-08
Phenicol	FD584	9.48e-10
Lincosamide	FD584	2.82e-08
Glycopeptide	FD584	1.10e-09
Coumarin	FD584	4.29e-09
Rifampin	FD584	1.52e-07
Sulfonamides	FD584	7.49e-09
Fluoroquinolones	FD584	2.33e-07
Metals	FD584	4.39e-06
Biocides	FD584	1.63e-06
Fluoroquinolone	FD585	1.38e-07
Aminoglycoside	FD585	7.35e-08
Lipopeptide	FD585	9.67e-08
Peptide	FD585	1.43e-08
Tetracycline derivative	FD585	1.81e-07
Streptogramin	FD585	2.95e-08
Macrolide	FD585	8.52e-08
Sulfonamide	FD585	2.92e-10
Aminocoumarin	FD585	6.02e-08
Rifamycin	FD585	2.00e-08
Diaminopyrimidine	FD585	1.66e-09
Nucleoside	FD585	7.32e-10
Beta-lactam	FD585	1.37e-07
Phenicol	FD585	2.25e-08
Lincosamide	FD585	2.99e-08
Coumarin	FD585	2.06e-09
Rifampin	FD585	7.52e-08
Sulfonamides	FD585	1.79e-08
Fluoroquinolones	FD585	1.31e-07
Metals	FD585	8.86e-06
Biocides	FD585	4.61e-06
Fluoroquinolone	FD586	6.10e-10
Aminoglycoside	FD586	7.46e-09
Tetracycline derivative	FD586	1.65e-07
Streptogramin	FD586	1.25e-08
Macrolide	FD586	1.38e-08
Aminocoumarin	FD586	1.81e-10
Rifamycin	FD586	4.26e-10
Diaminopyrimidine	FD586	1.06e-09
Nucleoside	FD586	2.75e-10
Beta-lactam	FD586	3.09e-08
Phenicol	FD586	4.26e-10
Lincosamide	FD586	2.51e-08
Glycopeptide	FD586	3.76e-10
Coumarin	FD586	3.47e-08
Rifampin	FD586	7.15e-08
Sulfonamides	FD586	1.47e-08
Fluoroquinolones	FD586	1.18e-07
Metals	FD586	5.06e-06
Biocides	FD586	1.71e-06
Fluoroquinolone	FD587	4.65e-11
Aminoglycoside	FD587	1.35e-10
Tetracycline derivative	FD587	3.52e-07
Streptogramin	FD587	2.88e-08
Macrolide	FD587	3.58e-08
Diaminopyrimidine	FD587	1.17e-09
Nucleoside	FD587	2.66e-10
Beta-lactam	FD587	1.73e-07
Lincosamide	FD587	3.27e-08
Glycopeptide	FD587	3.00e-09
Coumarin	FD587	1.63e-09
Rifampin	FD587	1.83e-07
Sulfonamides	FD587	7.95e-08
Fluoroquinolones	FD587	2.98e-07
Metals	FD587	4.20e-06
Biocides	FD587	1.39e-06
Fluoroquinolone	FD588	4.82e-10
Aminoglycoside	FD588	8.52e-10
Tetracycline derivative	FD588	2.66e-07
Streptogramin	FD588	6.74e-08
Macrolide	FD588	7.68e-08
Aminocoumarin	FD588	1.03e-10
Diaminopyrimidine	FD588	8.04e-10
Beta-lactam	FD588	2.32e-07
Phenicol	FD588	2.56e-10
Lincosamide	FD588	5.72e-08
Coumarin	FD588	1.38e-09
Rifampin	FD588	2.22e-07
Sulfonamides	FD588	4.78e-09
Fluoroquinolones	FD588	4.05e-07
Metals	FD588	3.85e-06
Biocides	FD588	1.02e-06
Fluoroquinolone	FD5	3.01e-09
Aminoglycoside	FD5	5.83e-09
Lipopeptide	FD5	2.10e-09
Peptide	FD5	3.14e-10
Tetracycline derivative	FD5	2.00e-07
Streptogramin	FD5	1.40e-08
Macrolide	FD5	2.68e-08
Sulfonamide	FD5	2.41e-09
Aminocoumarin	FD5	1.27e-09
Rifamycin	FD5	4.78e-10
Diaminopyrimidine	FD5	6.86e-09
Nucleoside	FD5	4.75e-10
Beta-lactam	FD5	3.37e-08
Phenicol	FD5	4.78e-10
Lincosamide	FD5	1.54e-08
Glycopeptide	FD5	4.56e-11
Coumarin	FD5	1.52e-08
Rifampin	FD5	1.52e-07
Sulfonamides	FD5	2.71e-08
Fluoroquinolones	FD5	2.65e-07
Metals	FD5	5.19e-06
Biocides	FD5	1.69e-06
Fluoroquinolone	FD610	1.11e-10
Aminoglycoside	FD610	1.24e-09
Lipopeptide	FD610	3.81e-10
Tetracycline derivative	FD610	1.70e-07
Streptogramin	FD610	9.58e-10
Macrolide	FD610	1.21e-09
Aminocoumarin	FD610	4.95e-11
Diaminopyrimidine	FD610	1.07e-09
Nucleoside	FD610	2.80e-10
Beta-lactam	FD610	1.09e-07
Phenicol	FD610	3.17e-09
Lincosamide	FD610	1.88e-09
Coumarin	FD610	2.17e-09
Rifampin	FD610	1.37e-07
Sulfonamides	FD610	3.30e-09
Fluoroquinolones	FD610	2.38e-07
Metals	FD610	3.66e-06
Biocides	FD610	9.82e-07
Fluoroquinolone	FD611	1.25e-10
Aminoglycoside	FD611	3.53e-10
Tetracycline derivative	FD611	1.95e-07
Streptogramin	FD611	8.58e-09
Macrolide	FD611	1.03e-08
Sulfonamide	FD611	6.92e-10
Diaminopyrimidine	FD611	4.27e-10
Beta-lactam	FD611	2.82e-08
Phenicol	FD611	3.12e-09
Lincosamide	FD611	2.02e-08
Glycopeptide	FD611	1.00e-09
Coumarin	FD611	4.65e-09
Rifampin	FD611	1.16e-07
Sulfonamides	FD611	2.81e-09
Fluoroquinolones	FD611	1.86e-07
Metals	FD611	4.60e-06
Biocides	FD611	1.49e-06
Fluoroquinolone	FD612	1.73e-10
Aminoglycoside	FD612	8.66e-10
Lipopeptide	FD612	4.94e-10
Tetracycline derivative	FD612	2.26e-07
Streptogramin	FD612	2.98e-09
Macrolide	FD612	3.03e-09
Aminocoumarin	FD612	1.00e-10
Rifamycin	FD612	5.09e-11
Diaminopyrimidine	FD612	8.70e-09
Beta-lactam	FD612	7.02e-08
Phenicol	FD612	5.36e-10
Lincosamide	FD612	4.20e-09
Glycopeptide	FD612	6.34e-10
Coumarin	FD612	2.52e-08
Rifampin	FD612	7.01e-08
Sulfonamides	FD612	1.43e-08
Fluoroquinolones	FD612	1.55e-07
Metals	FD612	4.80e-06
Biocides	FD612	1.39e-06
Fluoroquinolone	FD613	4.50e-10
Aminoglycoside	FD613	5.02e-08
Lipopeptide	FD613	6.89e-10
Peptide	FD613	1.55e-10
Tetracycline derivative	FD613	1.56e-07
Streptogramin	FD613	5.57e-09
Macrolide	FD613	2.16e-08
Sulfonamide	FD613	1.90e-08
Aminocoumarin	FD613	4.22e-10
Rifamycin	FD613	2.57e-10
Beta-lactam	FD613	1.96e-08
Phenicol	FD613	2.57e-10
Lincosamide	FD613	9.01e-09
Coumarin	FD613	3.66e-10
Rifampin	FD613	1.73e-07
Sulfonamides	FD613	1.93e-08
Fluoroquinolones	FD613	2.66e-07
Metals	FD613	4.13e-06
Biocides	FD613	1.73e-06
Fluoroquinolone	FD615	3.68e-10
Aminoglycoside	FD615	1.09e-08
Lipopeptide	FD615	1.66e-10
Peptide	FD615	1.11e-10
Tetracycline derivative	FD615	1.94e-07
Streptogramin	FD615	2.62e-08
Macrolide	FD615	2.67e-08
Aminocoumarin	FD615	1.04e-10
Rifamycin	FD615	3.07e-11
Diaminopyrimidine	FD615	1.66e-09
Nucleoside	FD615	5.04e-10
Beta-lactam	FD615	1.34e-08
Phenicol	FD615	6.94e-09
Lincosamide	FD615	3.16e-08
Coumarin	FD615	2.92e-09
Rifampin	FD615	8.11e-08
Sulfonamides	FD615	2.59e-08
Fluoroquinolones	FD615	1.32e-07
Metals	FD615	5.17e-06
Biocides	FD615	1.61e-06
Fluoroquinolone	FD616	9.66e-11
Aminoglycoside	FD616	5.38e-09
Tetracycline derivative	FD616	2.02e-07
Streptogramin	FD616	3.14e-08
Macrolide	FD616	3.79e-08
Aminocoumarin	FD616	4.87e-11
Diaminopyrimidine	FD616	4.23e-09
Nucleoside	FD616	1.38e-10
Beta-lactam	FD616	3.64e-08
Phenicol	FD616	3.01e-09
Lincosamide	FD616	2.07e-08
Glycopeptide	FD616	1.02e-10
Coumarin	FD616	1.12e-09
Rifampin	FD616	1.25e-07
Sulfonamides	FD616	1.33e-08
Fluoroquinolones	FD616	2.09e-07
Metals	FD616	4.69e-06
Biocides	FD616	1.55e-06
Fluoroquinolone	FD617	4.26e-09
Aminoglycoside	FD617	3.18e-09
Lipopeptide	FD617	2.00e-09
Peptide	FD617	7.29e-10
Tetracycline derivative	FD617	2.04e-07
Streptogramin	FD617	2.20e-08
Macrolide	FD617	2.37e-08
Sulfonamide	FD617	4.40e-09
Aminocoumarin	FD617	1.57e-09
Rifamycin	FD617	3.73e-10
Diaminopyrimidine	FD617	4.17e-09
Beta-lactam	FD617	3.00e-08
Phenicol	FD617	1.47e-09
Lincosamide	FD617	2.33e-08
Glycopeptide	FD617	1.76e-10
Coumarin	FD617	1.02e-09
Rifampin	FD617	1.16e-07
Sulfonamides	FD617	9.75e-10
Fluoroquinolones	FD617	1.71e-07
Metals	FD617	4.62e-06
Biocides	FD617	1.54e-06
Fluoroquinolone	FD618	1.71e-10
Aminoglycoside	FD618	5.64e-09
Tetracycline derivative	FD618	1.35e-07
Streptogramin	FD618	2.26e-09
Macrolide	FD618	2.65e-09
Sulfonamide	FD618	8.96e-11
Aminocoumarin	FD618	4.92e-11
Rifamycin	FD618	4.92e-11
Diaminopyrimidine	FD618	2.95e-09
Nucleoside	FD618	1.28e-09
Beta-lactam	FD618	6.61e-08
Phenicol	FD618	3.47e-10
Lincosamide	FD618	2.98e-09
Glycopeptide	FD618	1.62e-09
Coumarin	FD618	3.97e-09
Rifampin	FD618	8.37e-08
Sulfonamides	FD618	2.06e-09
Fluoroquinolones	FD618	1.28e-07
Metals	FD618	4.88e-06
Biocides	FD618	1.42e-06
Fluoroquinolone	FD619	4.80e-11
Aminoglycoside	FD619	5.03e-10
Lipopeptide	FD619	1.68e-10
Peptide	FD619	3.89e-11
Tetracycline derivative	FD619	1.99e-07
Streptogramin	FD619	1.25e-07
Macrolide	FD619	1.27e-07
Aminocoumarin	FD619	4.13e-11
Diaminopyrimidine	FD619	3.29e-09
Nucleoside	FD619	4.70e-10
Beta-lactam	FD619	2.83e-07
Phenicol	FD619	2.05e-10
Lincosamide	FD619	1.23e-07
Glycopeptide	FD619	4.99e-10
Coumarin	FD619	8.57e-10
Rifampin	FD619	1.88e-07
Sulfonamides	FD619	5.49e-08
Fluoroquinolones	FD619	3.05e-07
Metals	FD619	4.07e-06
Biocides	FD619	1.57e-06
Fluoroquinolone	FD750	1.14e-09
Aminoglycoside	FD750	1.69e-09
Lipopeptide	FD750	6.71e-10
Peptide	FD750	4.67e-10
Tetracycline derivative	FD750	2.43e-07
Streptogramin	FD750	3.72e-08
Macrolide	FD750	4.12e-08
Sulfonamide	FD750	1.18e-10
Aminocoumarin	FD750	1.91e-10
Rifamycin	FD750	1.29e-10
Diaminopyrimidine	FD750	5.61e-09
Nucleoside	FD750	3.53e-10
Beta-lactam	FD750	7.99e-08
Phenicol	FD750	6.59e-09
Lincosamide	FD750	6.10e-08
Coumarin	FD750	1.09e-08
Rifampin	FD750	1.39e-07
Sulfonamides	FD750	8.27e-09
Fluoroquinolones	FD750	2.54e-07
Metals	FD750	5.08e-06
Biocides	FD750	1.63e-06
Fluoroquinolone	FD751	5.64e-09
Aminoglycoside	FD751	3.53e-09
Lipopeptide	FD751	2.61e-09
Peptide	FD751	5.89e-10
Tetracycline derivative	FD751	1.75e-07
Streptogramin	FD751	3.50e-09
Macrolide	FD751	1.10e-08
Sulfonamide	FD751	3.29e-10
Aminocoumarin	FD751	2.13e-09
Rifamycin	FD751	7.20e-10
Diaminopyrimidine	FD751	7.96e-09
